Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Dominant_Topic
0.02529329371498909,0.02523048849683618,0.025290423787988448,0.025241816048373996,0.8989439779518122,Topic_5
0.02552755210045735,0.8980110427544148,0.02541534514014357,0.02563178287845127,0.025414277126532922,Topic_2
0.025555682186275824,0.8990173871073768,0.025161168342477922,0.025183047911989012,0.025082714451880553,Topic_2
0.029073639082254483,0.028987584428446754,0.028937768971633956,0.02898795423307356,0.8840130532845912,Topic_5
0.029039021564517577,0.8838953947625255,0.028916963467487258,0.029184122687259614,0.028964497518209887,Topic_2
0.025000436204293635,0.025995239337686393,0.025342049044040638,0.23817515473192027,0.685487120682059,Topic_5
0.28588507960481596,0.029259731691720192,0.029001368072177465,0.6271452011037174,0.02870861952756885,Topic_4
0.025621604983694403,0.8989453656299501,0.025203395937726813,0.02516517322040042,0.025064460228228214,Topic_2
0.025468618322123063,0.8981221629174597,0.02533163940867207,0.025741346904978184,0.025336232446766988,Topic_2
0.029011333568455002,0.028881682101124368,0.8842024563943698,0.028918738549505905,0.028985789386545065,Topic_3
0.03367791623172663,0.03361504657075587,0.03367646237914865,0.03359809192615518,0.8654324828922136,Topic_5
0.025343134239115817,0.02527525009413075,0.025328854565142517,0.02531571533132972,0.8987370457702811,Topic_5
0.025426606010294155,0.8985925820628149,0.025286539081579254,0.02537856703621745,0.025315705809094213,Topic_2
0.5463037614108417,0.028898516899844903,0.028681527900490642,0.36740865599090605,0.0287075377979167,Topic_1
0.3757666407762635,0.022690758609412297,0.022628625228916906,0.5561035811601526,0.022810394225254788,Topic_4
0.02542717859007138,0.898581551821293,0.025386227191418365,0.025254551338148655,0.025350491059068555,Topic_2
0.02548657974480421,0.8983884332975202,0.025331785219539837,0.025468205309566408,0.02532499642856929,Topic_2
0.029006906386865268,0.8841137384517623,0.02883300273462843,0.02922822978525346,0.02881812264149054,Topic_2
0.028941503207709787,0.028782838862107245,0.02885972114744031,0.028643269987736576,0.8847726667950061,Topic_5
0.028953247776775642,0.028880677530122318,0.8841480680073522,0.029136356874276386,0.028881649811473408,Topic_3
0.025742575668411576,0.898061462770121,0.02543377913459988,0.025147006383006425,0.02561517604386105,Topic_2
0.028840497058957918,0.0287708071399871,0.028827545823561916,0.028776491964673818,0.8847846580128192,Topic_5
0.8846338142085097,0.028812223269735652,0.02886885117785399,0.028696807232602435,0.028988304111298026,Topic_1
0.8844423227173412,0.028921109475614985,0.02892857418864276,0.02878810551371927,0.02891988810468166,Topic_1
0.3645520627999002,0.02929165100293243,0.028923287193505832,0.028738796822053794,0.5484942021816078,Topic_5
0.02891113443962012,0.02878852275310989,0.02889362248718559,0.028714623810626862,0.8846920965094576,Topic_5
0.8649482050316816,0.03384482224149336,0.03378548620796236,0.03363519528762403,0.03378629123123878,Topic_1
0.02891113443962012,0.02878852275310989,0.02889362248718559,0.028714623810626862,0.8846920965094576,Topic_5
0.022457174684081097,0.9101465937162511,0.02248029291007223,0.022462478087642505,0.022453460601953,Topic_2
0.025456309302346245,0.8984539533537618,0.0253239509456541,0.02545614368066433,0.025309642717573605,Topic_2
0.025351717164564268,0.025294432096790078,0.8988666737767264,0.02519430195135748,0.025292875010561735,Topic_3
0.02546778675850028,0.8982561819490235,0.025331255278126335,0.02563793059166231,0.025306845422687633,Topic_2
0.8849348873857765,0.028876147816369362,0.02871417944415219,0.02881460715870467,0.028660178194997162,Topic_1
0.025642433657334,0.8982812176647231,0.02539288514596968,0.025148989065217627,0.025534474466755486,Topic_2
0.025162352122845028,0.025307832005295076,0.02508038736833133,0.3059793729156772,0.6184700555878513,Topic_5
0.02542717859007138,0.898581551821293,0.025386227191418365,0.025254551338148655,0.025350491059068555,Topic_2
0.02547423216883861,0.8986802586557939,0.025324177433032422,0.025222784073523713,0.025298547668811365,Topic_2
0.8652658755054208,0.03402016975989066,0.03362982402861821,0.033552240244843656,0.033531890461226704,Topic_1
0.029011333568455002,0.028881682101124368,0.8842024563943698,0.028918738549505905,0.028985789386545065,Topic_3
0.025479245120983995,0.8987561131132854,0.025281307267699317,0.0252180581251884,0.025265276372842836,Topic_2
0.022286654568054284,0.9099595916104568,0.022316675255813375,0.023113867781628664,0.02232321078404684,Topic_2
0.030109060618199283,0.029869897498053563,0.8824648657240067,0.02883838610475792,0.028717790054982477,Topic_3
0.5424439952067844,0.37062648869494885,0.029174816866358103,0.028691342016852153,0.029063357215056568,Topic_1
0.46589694173050467,0.4471234457207323,0.02919406036269185,0.028668591142167278,0.029116961043903895,Topic_1
0.033880595537796605,0.03377571070688149,0.8644390637199083,0.03412748388705616,0.03377714614835737,Topic_3
0.02531365107367617,0.02525283484727977,0.8988640127069049,0.025292960751484888,0.02527654062065423,Topic_3
0.02520838056990576,0.6233228153703679,0.02516152525878878,0.301153060168139,0.0251542186327985,Topic_2
0.8847224300855845,0.02881167908643471,0.02882681408839615,0.028691706544946047,0.0289473701946387,Topic_1
0.0203087871500325,0.43937789104077585,0.02037318111105785,0.4996211740149062,0.020318966683227507,Topic_4
0.02258264963532035,0.9100248828495391,0.022525979977240016,0.022239118431720165,0.022627369106180437,Topic_2
0.025555682186275824,0.8990173871073768,0.025161168342477922,0.025183047911989012,0.025082714451880553,Topic_2
0.025697637828400805,0.8979039312620423,0.02541493472235759,0.025347591222514114,0.025635904964685104,Topic_2
0.025422192663541097,0.02521777566189072,0.898826068702857,0.025089383689883293,0.025444579281828028,Topic_3
0.025189272279793867,0.8979661200426968,0.025175984719084443,0.026478549045896985,0.025190073912527887,Topic_2
0.02511795989780718,0.025282784185566613,0.6017766745326703,0.3227065904350879,0.025115990948867965,Topic_3
0.39624004373885346,0.03421320527298629,0.03355450147556042,0.5024801443533519,0.03351210515924797,Topic_4
0.022222580122800217,0.02286818113797582,0.687142176448535,0.2453488891745271,0.02241817311616179,Topic_3
0.029006906386865268,0.8841137384517623,0.02883300273462843,0.02922822978525346,0.02881812264149054,Topic_2
0.025000436204293635,0.025995239337686393,0.025342049044040638,0.23817515473192027,0.685487120682059,Topic_5
0.025457927740889046,0.898533639630379,0.02528125332239583,0.02545088762890342,0.02527629167743259,Topic_2
0.864498378288619,0.034100205843514836,0.03387920885336897,0.033692652864448634,0.033829554150048624,Topic_1
0.025200529395434226,0.6365757161648213,0.025043377692511897,0.28807440878547186,0.02510596796176068,Topic_2
0.028961691958520205,0.883872573781959,0.028969925307406216,0.02926579587790631,0.028930013074208196,Topic_2
0.8988778396515764,0.025380224791405552,0.02529847669507919,0.02514927743189353,0.02529418143004541,Topic_1
0.029000706238101272,0.02892939406278438,0.028965967646072736,0.028740602001042417,0.8843633300519992,Topic_5
0.025296528372334003,0.648951776843102,0.025156036228630815,0.2754088049599342,0.02518685359599892,Topic_2
0.028765355321000937,0.028765979193527132,0.8848459564921592,0.028805313225441047,0.028817395767871613,Topic_3
0.025177584801153636,0.8982127607638941,0.02504039197980273,0.02644011344039284,0.02512914901475666,Topic_2
0.025439589910589182,0.898340490142987,0.025439902263310776,0.02539791502489252,0.025382102658220617,Topic_2
0.30386035365766917,0.025672098323124563,0.02533612223869715,0.025206408538566653,0.6199250172419426,Topic_5
0.025432115402696093,0.02535218376177669,0.025300580284865242,0.02525883505141842,0.8986562854992435,Topic_5
0.02973087432849767,0.029546992260588587,0.029622485780624607,0.8814297618670752,0.029669885763213905,Topic_4
0.8988979472334567,0.025371963187959215,0.02528101634297151,0.02515693170375887,0.02529214153185371,Topic_1
0.028962901618620907,0.028927173577991194,0.028916019562291076,0.8842396497082924,0.02895425553280442,Topic_4
0.0287295582121389,0.028907236351560273,0.5366627398665637,0.3769804368165425,0.028720028753194734,Topic_3
0.02873905237042209,0.028893553086680013,0.028700092604596838,0.3288099136942304,0.5848573882440706,Topic_5
0.022286725893727672,0.9097071313977663,0.022316712365857198,0.023358185929794394,0.022331244412854532,Topic_2
0.02541412228048978,0.8988269979831073,0.02523753422229461,0.025236263815321264,0.02528508169878716,Topic_2
0.8647705325813445,0.033840841943002714,0.03378477192256148,0.033772781623306034,0.03383107192978536,Topic_1
0.03387044146469705,0.033777262255092665,0.033910308791310684,0.8644971968969881,0.033944790591911474,Topic_4
0.025511092074636754,0.898566849102583,0.025345492198497643,0.025199683603641894,0.025376883020640652,Topic_2
0.3633018860538793,0.022714482432713488,0.022629695002786217,0.5685579152031387,0.02279602130748219,Topic_4
0.028951380560288415,0.8845350239402633,0.028775646432534573,0.028908317608754463,0.028829631458159276,Topic_2
0.0289449586057366,0.8841995254657127,0.028775690839523325,0.029235668170685306,0.028844156918342058,Topic_2
0.025131371187542745,0.02530820489676916,0.5508142422747871,0.37360056280902904,0.025145618831871927,Topic_3
0.028851642922418767,0.028809493390210147,0.8846822394379812,0.028837190543158378,0.02881943370623153,Topic_3
0.8991013176331781,0.0253047510271256,0.025206776524573676,0.025113183962991923,0.02527397085213065,Topic_1
0.02552755210045735,0.8980110427544148,0.02541534514014357,0.02563178287845127,0.025414277126532922,Topic_2
0.025391318501880516,0.025220951274877824,0.8988806137728538,0.025063883311087866,0.02544323313930003,Topic_3
0.025064655823429677,0.025260060754675327,0.6087571992146408,0.3157966793081814,0.02512140489907292,Topic_3
0.025450126771489938,0.025354232084898277,0.898635783128829,0.025259435394933735,0.025300422619849054,Topic_3
0.025070240585819744,0.025267942219600183,0.025109765740604313,0.28361092916091746,0.6409411222930583,Topic_5
0.8370834624096308,0.04102972553993375,0.04047870756389016,0.04080432405621727,0.04060378043032781,Topic_1
0.03366416454617983,0.033639247960782846,0.033642854972636686,0.8653977618431081,0.03365597067729269,Topic_4
0.028908619217082612,0.028869992504438884,0.884341913485096,0.028932872406399347,0.028946602386983083,Topic_3
0.02561826264407651,0.8988724040147396,0.02524467136369253,0.02516974157494405,0.02509492040254741,Topic_2
0.5463037614108417,0.028898516899844903,0.028681527900490642,0.36740865599090605,0.0287075377979167,Topic_1
0.030039667655609517,0.029847097454671616,0.8825383123741982,0.028888298780275098,0.028686623735245657,Topic_3
0.8845263874975272,0.028920811818096352,0.02888453550476267,0.028782825947588714,0.02888543923202509,Topic_1
0.025213013714373567,0.025741789471383565,0.025467764091777725,0.025071585733426674,0.8985058469890385,Topic_5
0.8646182149383717,0.03410067415199357,0.03381683447458427,0.03368308663212805,0.03378118980292228,Topic_1
0.8850499246712528,0.028877351102428464,0.028714351677365118,0.02872337303046333,0.02863499951849034,Topic_1
0.025491147165793433,0.8985230004869375,0.025331383269624703,0.025358809955341524,0.025295659122302735,Topic_2
0.0291629118697597,0.02904753952506446,0.8836362568772782,0.029117390119869777,0.02903590160802781,Topic_3
0.029006906386865268,0.8841137384517623,0.02883300273462843,0.02922822978525346,0.02881812264149054,Topic_2
0.5591089818527275,0.028886819972334814,0.02869011826327365,0.3545685511767565,0.028745528734907527,Topic_1
0.028951380560288415,0.8845350239402633,0.028775646432534573,0.028908317608754463,0.028829631458159276,Topic_2
0.025392104898113717,0.02530746020363691,0.8984598425530872,0.025515958951515896,0.025324633393646316,Topic_3
0.025519310093553058,0.8985258379364437,0.025363463086322167,0.025220712265244867,0.02537067661843615,Topic_2
0.8844056848062075,0.02891944868598524,0.028884281008810946,0.02887665971300877,0.02891392578598735,Topic_1
0.026053426573664627,0.02591495114512562,0.8977086617554206,0.02523753915699484,0.0250854213687943,Topic_3
0.864499106731318,0.03380487643606819,0.033951670774556714,0.033797950428076776,0.033946395629980225,Topic_1
0.028951494594810775,0.8845347302185343,0.028775690348735217,0.028908403533519245,0.028829681304400535,Topic_2
0.029006906386865268,0.8841137384517623,0.02883300273462843,0.02922822978525346,0.02881812264149054,Topic_2
0.03377836719246452,0.0337057076963894,0.03366634263672288,0.033953426261745225,0.864896156212678,Topic_5
0.8652679543944457,0.03401983309790401,0.03362984736402657,0.03355044829411898,0.033531916849504656,Topic_1
0.8846338142085097,0.028812223269735652,0.02886885117785399,0.028696807232602435,0.028988304111298026,Topic_1
0.025663363444214327,0.8979675371706288,0.025426929079812016,0.025324180902854623,0.025617989402490146,Topic_2
0.025311885324301692,0.02523811287656409,0.8988722979075994,0.025254427000985562,0.025323276890549314,Topic_3
0.8641706414290682,0.03407346100919477,0.033950449081828184,0.033867072675429905,0.03393837580447912,Topic_1
0.025656339985428572,0.8980312670325055,0.025393048337236285,0.02537208755190104,0.025547257092928658,Topic_2
0.36686984301172837,0.03420934310952139,0.03363213969845723,0.5317169041924688,0.03357176998782421,Topic_4
0.8652944210413226,0.03363075955431668,0.03371404655305482,0.03363115274100621,0.03372962011029956,Topic_1
0.029000706238101272,0.02892939406278438,0.028965967646072736,0.028740602001042417,0.8843633300519992,Topic_5
0.025296528372334003,0.648951776843102,0.025156036228630815,0.2754088049599342,0.02518685359599892,Topic_2
0.02555950340696659,0.02555514995705995,0.8975888118715578,0.025772545454899026,0.025523989309516784,Topic_3
0.02561842638288202,0.8988721154891995,0.02524470500103013,0.02516979802036283,0.025094955106525436,Topic_2
0.025668990309839813,0.5038364080252299,0.025451062818213188,0.4198812675970215,0.02516227124969547,Topic_2
0.8841706594860095,0.029017444767568186,0.028970175736872713,0.028930613510525015,0.028911106499024602,Topic_1
0.025177525368277522,0.8982136334353567,0.025040361227121635,0.026439366315812188,0.02512911365343195,Topic_2
0.8844177901234921,0.029019938826500037,0.028788796441293275,0.0289295202802674,0.028843954328447313,Topic_1
0.025419635009495033,0.8983323534484492,0.025286563446985974,0.02563451225726264,0.02532693583780721,Topic_2
0.3988102858659237,0.029290154626738476,0.02886792431605472,0.02883362078667521,0.5141980144046078,Topic_5
0.025456309302346245,0.8984539533537618,0.0253239509456541,0.02545614368066433,0.025309642717573605,Topic_2
0.8988778396515764,0.025380224791405552,0.02529847669507919,0.02514927743189353,0.02529418143004541,Topic_1
0.3844030589439541,0.02929051585048245,0.0288634198292001,0.028935057089280715,0.5285079482870826,Topic_5
0.8643853254534998,0.03417028796784155,0.033772242531052835,0.03380393563871233,0.033868208408893374,Topic_1
0.022638043692055417,0.022742755581094988,0.02231611551801867,0.9100341337462401,0.022268951462590843,Topic_4
0.025474455948349375,0.898151127205194,0.025408362666405976,0.02556201487878713,0.0254040393012636,Topic_2
0.025439589910589182,0.898340490142987,0.025439902263310776,0.02539791502489252,0.025382102658220617,Topic_2
0.028979613250335674,0.028778030457047455,0.02885800702244599,0.02867235905622906,0.8847119902139419,Topic_5
0.025484049823142754,0.8983538656526388,0.025345145918013044,0.025429046973119214,0.02538789163308628,Topic_2
0.025475956577416414,0.8986313303080411,0.025281732152840596,0.02531674497829176,0.02529423598341006,Topic_2
0.8650625828176648,0.033670089345825424,0.033794272293909494,0.03344543906592948,0.034027616476670894,Topic_1
0.30048720403170043,0.6126639954263451,0.029110261845853073,0.02870474999980709,0.029033788696294416,Topic_2
0.025522507372046935,0.8983321285080087,0.02539736432704875,0.025339007225074667,0.025408992567821018,Topic_2
0.022810818346082277,0.022847108015939168,0.022544560044028786,0.909335181944396,0.02246233164955377,Topic_4
0.8648515018968922,0.03383264841495579,0.033843126232561124,0.03364238182329715,0.033830341632293655,Topic_1
0.8652658755054208,0.03402016975989066,0.03362982402861821,0.033552240244843656,0.033531890461226704,Topic_1
0.029000441577975898,0.02889471024480489,0.884174515399756,0.028912303046251017,0.029018029731212334,Topic_3
0.026119890945706655,0.025930071396421926,0.8976406063226401,0.025200967927664734,0.025108463407566565,Topic_3
0.025455494728198504,0.89839656219284,0.025281676530636024,0.02556093252872043,0.025305334019605042,Topic_2
0.028979613250335674,0.028778030457047455,0.02885800702244599,0.02867235905622906,0.8847119902139419,Topic_5
0.028858644881806485,0.028777191688886813,0.8847181507022428,0.028791968503350134,0.028854044223713793,Topic_3
0.02544430945907458,0.025352210663797312,0.8984522877193537,0.025407800464869283,0.025343391692905025,Topic_3
0.3988102858659237,0.029290154626738476,0.02886792431605472,0.02883362078667521,0.5141980144046078,Topic_5
0.025484049823142754,0.8983538656526388,0.025345145918013044,0.025429046973119214,0.02538789163308628,Topic_2
0.8640134902952044,0.03416769355101599,0.03404354281331003,0.033805741673603985,0.03396953166686574,Topic_1
0.31105863474474177,0.025622731830924766,0.025278854450317852,0.025145942996910302,0.6128938359771055,Topic_5
0.026151645696873307,0.025925726726415573,0.8975847253041472,0.025228023526803093,0.025109878745760764,Topic_3
0.02873406280180595,0.028925063309327783,0.5620292057537393,0.35152286382971054,0.028788804305416367,Topic_3
0.3143746651743775,0.4352099954470338,0.028904626245816287,0.19262830797174363,0.028882405161028916,Topic_2
